North_Sami,0,0,1,sme,"1,0,0,0,0,0,0,0"
Finnish,0,0,2,fi,"0,1,0,0,0,0,0,0"
Russian,0,0,3,ru,"0,0,1,0,0,0,0,0"
English,0,0,4,en,"0,0,0,1,0,0,0,0"
Portuguese,0,0,5,pt,"0,0,0,0,1,0,0,0"
Spanish,0,0,6,es,"0,0,0,0,0,1,0,0"
Komi,0,0,7,kpv,"0,0,0,0,0,0,1,0"
UNKNOWN,0,0,8,unknown,"0,0,0,0,0,0,0,1"
